lat,long,Jan,Feb,Mar,Apr,May,June,july,Aug,Sept,Oct,Nov,Dec
43,-101,1.79,2.59
44,-93,1.73,2.63
28,-108,4.1,4.94,6.46
46,-104,1.54,2.45
30,-99,3.0,3.64,4.67
31,-111,3.55,4.4,5.97
36,-73,1.66,2.45
39,-129,1.94,2.76
31,-126,3.09,3.84,5.03
49,-110,1.17,2.04
34,-111,3.04,3.88
40,-98,2.08,2.77
24,-69,4.05,5.05,5.97
25,-109,4.24,5.11,6.4
47,-120,1.32,2.24
38,-80,1.95,2.64
43,-108,1.97,2.86
44,-102,1.69,2.53
28,-113,3.88,4.72,6.16
29,-65,3.13,4.0,5.15
33,-64,2.33,3.13
23,-118,4.13,4.93,5.69
42,-68,1.37,2.3
46,-65,1.63,2.56
30,-92,2.64,3.28,4.36
31,-102,3.15,3.93,5.32
37,-84,1.98,2.63
39,-128,1.97,2.79
27,-122,3.66,4.41,5.48
31,-117,3.44,4.19,5.27
34,-88,2.38,3.04
35,-106,3.08,3.97
24,-78,3.84,4.73,5.59
25,-104,4.09,4.98,6.18
35,-121,2.78,3.58
44,-115,1.89,2.9
28,-90,3.13,3.94,5.1
29,-108,3.91,4.72,6.27
23,-125,3.73,4.46,5.37
41,-77,1.78,2.63
26,-80,3.61,4.43,5.36
30,-85,2.94,3.66,4.74
31,-93,2.6,3.25,4.24
37,-75,2.2,3.08
45,-65,1.58,2.45
49,-64,1.16,1.98
34,-89,2.39,3.04
35,-113,2.92,3.79
24,-83,4.05,5.0,6.05
25,-95,3.2,4.15,5.29
35,-128,2.49,3.35
38,-66,1.42,2.06
23,-85,4.02,4.91,5.91
44,-124,1.35,2.2
28,-87,3.22,4.04,5.18
29,-115,3.64,4.51,5.72
48,-125,1.03,1.89
41,-72,1.9,2.76
42,-78,1.68,2.52
26,-81,3.53,4.29,5.12
46,-83,1.49,2.44
30,-78,2.81,3.44,4.76
31,-92,2.63,3.28,4.32
45,-76,1.6,2.57
49,-71,1.39,2.33
34,-98,2.69,3.39
35,-88,2.24,2.96
40,-117,2.26,3.21
25,-90,3.7,4.5,5.59
47,-93,1.5,2.5
38,-107,2.59,3.46
23,-100,4.02,4.78,5.82
44,-129,1.42,2.26
28,-96,2.81,3.42,4.56
29,-86,3.18,4.03,5.23
48,-118,1.32,2.26
36,-128,2.34,3.22
41,-95,1.9,2.6
42,-71,1.83,2.73
26,-74,3.71,4.66,5.65
27,-80,3.43,4.34,5.36
46,-76,1.56,2.54
30,-71,2.92,3.73,4.9
31,-83,2.84,3.54,4.56
45,-83,1.28,2.17
49,-82,1.37,2.39
34,-75,2.11,2.85
35,-95,2.41,3.12
40,-126,1.88,2.78
28,-120,3.68,4.45,5.49
47,-92,1.39,2.33
48,-94,1.43,2.42
32,-129,2.86,3.67
38,-116,2.6,3.48
23,-107,4.44,5.36,6.63
29,-93,2.81,3.45,4.65
48,-123,1.04,1.91
36,-117,2.9,3.84
41,-90,1.88,2.65
42,-96,1.81,2.59
26,-67,3.64,4.65,5.61
27,-71,3.51,4.44,5.49
46,-69,1.56,2.49
30,-64,2.96,3.78,4.93
31,-74,2.65,3.39,4.56
24,-121,3.91,4.69,5.5
45,-86,1.25,2.04
34,-84,2.47,3.1
35,-70,1.74,2.52
28,-125,3.47,4.25,5.3
47,-115,1.39,2.3
48,-99,1.34,2.2
32,-122,3.19,3.96
38,-109,2.66,3.5
23,-114,4.4,5.18,6.16
41,-130,1.71,2.51
41,-113,2.05,2.96
42,-97,1.84,2.62
31,-65,2.74,3.59,4.76
39,-75,2.02,2.86
24,-130,3.52,4.45,5.27
45,-93,1.67,2.64
35,-77,2.44,3.14
47,-106,1.43,2.39
48,-92,1.34,2.27
32,-111,3.36,4.23
38,-86,1.9,2.66
41,-121,2.06,2.97
41,-108,2.26,3.09
42,-90,1.82,2.64
26,-109,4.15,4.99,6.39
45,-117,1.54,2.48
31,-64,2.73,3.6,4.78
49,-124,1.13,2.03
39,-82,1.84,2.56
45,-104,1.64,2.52
35,-84,2.28,2.89
25,-126,3.57,4.41,5.31
47,-65,1.55,2.47
48,-113,1.34,2.24
32,-104,3.21,4.03
38,-95,2.2,2.88
36,-100,2.66,3.37
42,-115,1.9,2.86
26,-102,3.72,4.51,5.58
45,-128,1.35,2.22
37,-129,2.18,3.06
40,-73,1.92,2.84
45,-111,1.72,2.68
25,-117,4.12,4.89,5.77
47,-64,1.31,2.28
48,-106,1.34,2.27
32,-93,2.55,3.23
33,-101,3.0,3.69
23,-63,4.32,5.21,6.15
29,-121,3.55,4.31,5.41
33,-120,3.21,4.06
36,-89,2.14,2.9
42,-108,2.11,2.9
26,-95,3.03,3.9,5.13
27,-115,3.98,4.81,5.93
49,-126,0.98,1.84
37,-124,2.38,3.26
40,-82,1.78,2.54
24,-85,3.86,4.68,5.74
45,-114,1.75,2.72
35,-66,1.87,2.58
48,-63,1.24,2.17
32,-86,2.64,3.33
33,-112,3.26,4.1
23,-70,4.26,5.24,6.07
33,-127,2.81,3.63
36,-114,2.84,3.7
37,-100,2.5,3.23
42,-125,1.61,2.45
26,-88,3.46,4.23,5.27
27,-106,4.06,4.98,6.4
46,-130,1.22,2.12
39,-63,1.3,1.93
24,-94,3.51,4.42,5.5
43,-83,1.52,2.27
44,-67,1.53,2.43
28,-74,3.32,4.17,5.25
47,-78,1.5,2.49
32,-91,2.56,3.23
33,-87,2.49,3.16
38,-122,2.2,3.18
23,-77,4.35,5.32,6.17
26,-128,3.46,4.29,5.27
36,-111,2.9,3.83
37,-91,2.18,2.92
42,-118,1.89,2.8
26,-89,3.49,4.29,5.35
27,-97,2.86,3.58,4.68
46,-123,1.2,2.07
39,-102,2.27,3.07
40,-64,1.26,1.9
24,-99,3.41,4.14,5.14
25,-79,3.91,4.82,5.78
43,-74,1.72,2.67
44,-76,1.57,2.51
28,-71,3.31,4.22,5.36
47,-69,1.49,2.44
48,-77,1.45,2.44
32,-84,2.71,3.37
33,-98,2.78,3.47
26,-129,3.42,4.3,5.23
46,-99,1.51,2.34
30,-126,3.22,3.96,5.11
36,-104,2.84,3.76
37,-110,2.8,3.7
27,-88,3.3,4.16,5.24
49,-87,1.34,2.35
39,-109,2.52,3.37
40,-101,2.17,2.97
24,-108,4.36,5.25,6.55
25,-74,3.89,4.86,5.85
43,-97,1.76,2.55
44,-81,1.5,2.39
28,-80,3.28,4.14,5.24
29,-70,3.12,4.02,5.14
48,-70,1.43,2.38
32,-73,2.44,3.14
33,-73,2.16,2.88
26,-122,3.72,4.48,5.48
46,-92,1.53,2.51
30,-119,3.52,4.28,5.29
37,-101,2.52,3.24
49,-98,1.28,2.2
34,-123,2.88,3.65
39,-92,2.06,2.75
40,-110,2.35,3.19
24,-113,4.42,5.2,6.34
25,-65,3.92,4.9,5.78
43,-88,1.76,2.63
44,-90,1.73,2.68
29,-77,3.03,3.73,4.95
48,-75,1.46,2.41
32,-66,2.52,3.34
33,-84,2.6,3.25
46,-85,1.22,2.05
30,-112,3.65,4.54,6.01
37,-64,1.51,2.17
49,-105,1.25,2.17
39,-99,2.26,2.95
40,-115,2.29,3.21
43,-128,1.54,2.39
43,-111,2.04,3.0
44,-87,1.27,2.13
41,-65,1.35,2.1
46,-110,1.53,2.48
30,-105,3.55,4.41,5.81
31,-113,3.47,4.28,5.68
36,-83,2.16,2.76
39,-123,2.11,3.03
27,-125,3.52,4.31,5.32
49,-116,1.33,2.3
34,-101,2.9,3.63
40,-92,1.98,2.65
